"LEVEL"|"ENV"|"COID"|"PART NUMBER"|"PART VERSION"|"MATURITY"|"DESCRIPTION"|"TYPE"|"LINK"|"SOURCE"|"CHILD ENV"|"CHILD COID"|"CHILD PART NUMBER"|"CHILD PART VERSION"|"CHILD MATURITY"|"CHILD DESCRIPTION"|"CHILD TYPE"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40026B500023868"|"DTR0009909002"|"'--B"|"RELEASED"|"SCREW FHC.ISO10642-M4X16-8.8"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40026B500023868"|"DTR0009909002"|"'--B"|"RELEASED"|"SCREW FHC.ISO10642-M4X16-8.8"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40026B500023868"|"DTR0009909002"|"'--B"|"RELEASED"|"SCREW FHC.ISO10642-M4X16-8.8"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40026B434233868"|"DTR0009908999"|"'--B"|"RELEASED"|"SCREW FHC.ISO10642-M4X8-8.8"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40026B434233868"|"DTR0009908999"|"'--B"|"RELEASED"|"SCREW FHC.ISO10642-M4X8-8.8"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40026B434233868"|"DTR0009908999"|"'--B"|"RELEASED"|"SCREW FHC.ISO10642-M4X8-8.8"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40026B434233868"|"DTR0009908999"|"'--B"|"RELEASED"|"SCREW FHC.ISO10642-M4X8-8.8"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40026B434233868"|"DTR0009908999"|"'--B"|"RELEASED"|"SCREW FHC.ISO10642-M4X8-8.8"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40026B434233868"|"DTR0009908999"|"'--B"|"RELEASED"|"SCREW FHC.ISO10642-M4X8-8.8"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40026B434233868"|"DTR0009908999"|"'--B"|"RELEASED"|"SCREW FHC.ISO10642-M4X8-8.8"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40026B500023868"|"DTR0009909002"|"'--B"|"RELEASED"|"SCREW FHC.ISO10642-M4X16-8.8"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFB7842"|"DTR0009907270"|"'--E"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05DC"|"DTR0009907737"|"'--E"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFB7842"|"DTR0009907270"|"'--E"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05DC"|"DTR0009907737"|"'--E"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFB7842"|"DTR0009907270"|"'--E"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05DC"|"DTR0009907737"|"'--E"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFB7842"|"DTR0009907270"|"'--E"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05DC"|"DTR0009907737"|"'--E"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFB7842"|"DTR0009907270"|"'--E"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05DC"|"DTR0009907737"|"'--E"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFB7842"|"DTR0009907270"|"'--E"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05DC"|"DTR0009907737"|"'--E"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFB7842"|"DTR0009907270"|"'--E"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05DC"|"DTR0009907737"|"'--E"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFB7842"|"DTR0009907270"|"'--E"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281D06F39D9"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05DC"|"DTR0009907737"|"'--E"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC281CFD740C7"|"AKD0002572156"|"'--B"|"RELEASED"|"SHEET ASSEMBLY - COVER FAN"|"DRAWING"|"NO LINKS"
"4"|"DEFINITN"|"3D3DC0B2F37532B6"|"AK00002597711"|"'--A"|"RELEASED"|"CONSUMABLES"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40001C11C863868"|"DTR0000449526"|"'--A"|"USEABLE"|"PRO-TECTYL 5506W"|"BOUGHT"
"5"|"COMMERCE"|"F40001C11C863868"|"DTR0000449526"|"'--A"|"USEABLE"|"PRO-TECTYL 5506W"|"BOUGHT"|"NO LINKS"
"4"|"DEFINITN"|"3D3DBF557B261B81"|"AK00002572140"|"'--A"|"RELEASED"|"SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557B272541"|"AKD0002572141"|"'--A"|"RELEASED"|"SHEET"|"MASTER"
"4"|"DEFINITN"|"3D3DBF557B261B81"|"AK00002572140"|"'--A"|"RELEASED"|"SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557B2A7F5A"|"AKD0002572142"|"'--A"|"RELEASED"|"SHEET"|"DRAWING"
"5"|"DESIGN"|"3D3DBF557B2A7F5A"|"AKD0002572142"|"'--A"|"RELEASED"|"SHEET"|"DRAWING"|"NO LINKS"
"5"|"DESIGN"|"3D3DBF557B272541"|"AKD0002572141"|"'--A"|"RELEASED"|"SHEET"|"MASTER"|"NO LINKS"
"4"|"DEFINITN"|"3D3DBF557B1764E8"|"AK00002572135"|"'--A"|"RELEASED"|"FOAM - GASKET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557B19406D"|"AKD0002572136"|"'--A"|"RELEASED"|"FOAM - GASKET"|"DRAWING"
"4"|"DEFINITN"|"3D3DBF557B1764E8"|"AK00002572135"|"'--A"|"RELEASED"|"FOAM - GASKET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557B1C304E"|"AKD0002572137"|"'--A"|"RELEASED"|"FOAM - GASKET"|"MASTER"
"5"|"DESIGN"|"3D3DBF557B1C304E"|"AKD0002572137"|"'--A"|"RELEASED"|"FOAM - GASKET"|"MASTER"|"NO LINKS"
"5"|"DESIGN"|"3D3DBF557B19406D"|"AKD0002572136"|"'--A"|"RELEASED"|"FOAM - GASKET"|"DRAWING"|"NO LINKS"
"4"|"DEFINITN"|"3D3DBF557AED5643"|"AK00002572126"|"'--A"|"RELEASED"|"SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557AEE78EC"|"AKD0002572127"|"'--A"|"RELEASED"|"SHEET"|"MASTER"
"4"|"DEFINITN"|"3D3DBF557AED5643"|"AK00002572126"|"'--A"|"RELEASED"|"SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557AF11C3B"|"AKD0002572128"|"'--A"|"RELEASED"|"SHEET"|"DRAWING"
"5"|"DESIGN"|"3D3DBF557AF11C3B"|"AKD0002572128"|"'--A"|"RELEASED"|"SHEET"|"DRAWING"|"NO LINKS"
"5"|"DESIGN"|"3D3DBF557AEE78EC"|"AKD0002572127"|"'--A"|"RELEASED"|"SHEET"|"MASTER"|"NO LINKS"
"4"|"DEFINITN"|"3D3DBF557AF57B21"|"AK00002572129"|"'--A"|"RELEASED"|"SHEET EQUIPPED"|"ASSEMBLY"|"HAS LINKS"|"REGULAR"|"DEFINITN"|"3D3DBF557AF620AC"|"AK00002572130"|"'--A"|"RELEASED"|"SHEET"|"SINGLE PART"
"4"|"DEFINITN"|"3D3DBF557AF57B21"|"AK00002572129"|"'--A"|"RELEASED"|"SHEET EQUIPPED"|"ASSEMBLY"|"HAS LINKS"|"REGULAR"|"DEFINITN"|"3D3DBFEF96B073CD"|"AK00002584660"|"'--A"|"RELEASED"|"CONSUMABLES"|"DITTO ASSY"
"4"|"DEFINITN"|"3D3DBF557AF57B21"|"AK00002572129"|"'--A"|"RELEASED"|"SHEET EQUIPPED"|"ASSEMBLY"|"HAS LINKS"|"REGULAR"|"DEFINITN"|"0D00E641D17901B1"|"AKD0002572133"|"'--A"|"RELEASED"|"FASTENINGS"|"DITTO ASSY"
"4"|"DEFINITN"|"3D3DBF557AF57B21"|"AK00002572129"|"'--A"|"RELEASED"|"SHEET EQUIPPED"|"ASSEMBLY"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557AFE0103"|"AKD0002572133"|"'--A"|"RELEASED"|"FASTENINGS"|"DITTO"
"4"|"DEFINITN"|"3D3DBF557AF57B21"|"AK00002572129"|"'--A"|"RELEASED"|"SHEET EQUIPPED"|"ASSEMBLY"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557B015B0C"|"AKD0002572134"|"'--A"|"RELEASED"|"SHEET EQUIPPED"|"DRAWING"
"5"|"DEFINITN"|"3D3DBFEF96B073CD"|"AK00002584660"|"'--A"|"RELEASED"|"CONSUMABLES"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40001BA06D53868"|"DTR0000442181"|"'--A"|"USEABLE"|"PRO-TECTYL 3217E"|"BOUGHT"
"6"|"COMMERCE"|"F40001BA06D53868"|"DTR0000442181"|"'--A"|"USEABLE"|"PRO-TECTYL 3217E"|"BOUGHT"|"NO LINKS"
"5"|"DEFINITN"|"3D3DBF557AF620AC"|"AK00002572130"|"'--A"|"RELEASED"|"SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557AF83B5C"|"AKD0002572131"|"'--A"|"RELEASED"|"SHEET"|"MASTER"
"5"|"DEFINITN"|"3D3DBF557AF620AC"|"AK00002572130"|"'--A"|"RELEASED"|"SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557AFB3DBA"|"AKD0002572132"|"'--A"|"RELEASED"|"SHEET"|"DRAWING"
"6"|"DESIGN"|"3D3DBF557AFB3DBA"|"AKD0002572132"|"'--A"|"RELEASED"|"SHEET"|"DRAWING"|"NO LINKS"
"6"|"DESIGN"|"3D3DBF557AF83B5C"|"AKD0002572131"|"'--A"|"RELEASED"|"SHEET"|"MASTER"|"NO LINKS"
"5"|"DESIGN"|"3D3DBF557B015B0C"|"AKD0002572134"|"'--A"|"RELEASED"|"SHEET EQUIPPED"|"DRAWING"|"NO LINKS"
"5"|"DESIGN"|"3D3DBF557AFE0103"|"AKD0002572133"|"'--A"|"RELEASED"|"FASTENINGS"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003A73C1E1363A"|"DTR0009909987"|"'--F"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"
"5"|"DESIGN"|"3D3DBF557AFE0103"|"AKD0002572133"|"'--A"|"RELEASED"|"FASTENINGS"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003A73C1E1363A"|"DTR0009909987"|"'--F"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"
"5"|"DESIGN"|"3D3DBF557AFE0103"|"AKD0002572133"|"'--A"|"RELEASED"|"FASTENINGS"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003A73C1E1363A"|"DTR0009909987"|"'--F"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"
"5"|"DESIGN"|"3D3DBF557AFE0103"|"AKD0002572133"|"'--A"|"RELEASED"|"FASTENINGS"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003A73C1E1363A"|"DTR0009909987"|"'--F"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"
"5"|"DEFINITN"|"0D00E641D17901B1"|"AKD0002572133"|"'--A"|"RELEASED"|"FASTENINGS"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40026B533FB3868"|"DTR0009909987"|"'--A"|"USEABLE"|"BLIND RIVET NUT EFHO M4 1-3"|"BOUGHT"
"6"|"COMMERCE"|"F40026B533FB3868"|"DTR0009909987"|"'--A"|"USEABLE"|"BLIND RIVET NUT EFHO M4 1-3"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"E40026B533FB3868"|"DTR0009909987"|"'--A"|"RELEASED"|"BLIND RIEET NUT EFHO M4 1-3"|"DEFORMATION"
"6"|"COMMERCE"|"F40026B533FB3868"|"DTR0009909987"|"'--A"|"USEABLE"|"BLIND RIVET NUT EFHO M4 1-3"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A73C1D96281"|"DTR0009909987"|"'--B"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"
"6"|"COMMERCE"|"F40026B533FB3868"|"DTR0009909987"|"'--A"|"USEABLE"|"BLIND RIVET NUT EFHO M4 1-3"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A73C1DC3BD6"|"DTR0009909987"|"'--C"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"
"6"|"COMMERCE"|"F40026B533FB3868"|"DTR0009909987"|"'--A"|"USEABLE"|"BLIND RIVET NUT EFHO M4 1-3"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A73C1DD36F0"|"DTR0009909987"|"'--D"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"
"6"|"COMMERCE"|"F40026B533FB3868"|"DTR0009909987"|"'--A"|"USEABLE"|"BLIND RIVET NUT EFHO M4 1-3"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A73C1DE7E26"|"DTR0009909987"|"'--E"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"
"6"|"COMMERCE"|"F40026B533FB3868"|"DTR0009909987"|"'--A"|"USEABLE"|"BLIND RIVET NUT EFHO M4 1-3"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A73C1E1363A"|"DTR0009909987"|"'--F"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"
"6"|"COMMERCE"|"F40026B533FB3868"|"DTR0009909987"|"'--A"|"USEABLE"|"BLIND RIVET NUT EFHO M4 1-3"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A73C1E24147"|"DTR0009909987"|"'--G"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"
"7"|"DESIGN"|"E40026B533FB3868"|"DTR0009909987"|"'--A"|"RELEASED"|"BLIND RIEET NUT EFHO M4 1-3"|"DEFORMATION"|"NO LINKS"
"7"|"DESIGN"|"00003A73C1E24147"|"DTR0009909987"|"'--G"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"|"NO LINKS"
"7"|"DESIGN"|"00003A73C1E1363A"|"DTR0009909987"|"'--F"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"|"NO LINKS"
"7"|"DESIGN"|"00003A73C1DE7E26"|"DTR0009909987"|"'--E"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"|"NO LINKS"
"7"|"DESIGN"|"00003A73C1DD36F0"|"DTR0009909987"|"'--D"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"|"NO LINKS"
"7"|"DESIGN"|"00003A73C1DC3BD6"|"DTR0009909987"|"'--C"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"|"NO LINKS"
"7"|"DESIGN"|"00003A73C1D96281"|"DTR0009909987"|"'--B"|"RELEASED"|"BLIND RIVET NUT EFHO M4 1-3"|"DEFORMATION"|"NO LINKS"
"4"|"DESIGN"|"3D3DBF557B231B58"|"AKD0002572139"|"'--A"|"RELEASED"|"ACCESSORY FANS"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"0D00E57BE7A82B04"|"DTR0000355216"|"'--A"|"RELEASED"|"INTEL NOZZLE"|"MASTER"
"4"|"DESIGN"|"3D3DBF557B231B58"|"AKD0002572139"|"'--A"|"RELEASED"|"ACCESSORY FANS"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"0D00E57BE7A82B04"|"DTR0000355216"|"'--A"|"RELEASED"|"INTEL NOZZLE"|"MASTER"
"4"|"DESIGN"|"3D3DBF557B20497F"|"AKD0002572138"|"'--A"|"RELEASED"|"ELECTRICAL COMPONENT"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"0D00E57BE7A82B05"|"DTR0000543512"|"'--A"|"RELEASED"|"EC CENTRIFUGAL FAN D:190MM 24VDC"|"MASTER"
"4"|"DESIGN"|"3D3DBF557B20497F"|"AKD0002572138"|"'--A"|"RELEASED"|"ELECTRICAL COMPONENT"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"0D00E57BE7A82B05"|"DTR0000543512"|"'--A"|"RELEASED"|"EC CENTRIFUGAL FAN D:190MM 24VDC"|"MASTER"
"4"|"DEFINITN"|"0D00C281D2662625"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40026B30C523868"|"DTR0009907270"|"'--A"|"USEABLE"|"WASHER CS M M4 ZN 0.15"|"BOUGHT"
"4"|"DEFINITN"|"0D00C281D2662625"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40026B327F53868"|"DTR0009907737"|"'--A"|"USEABLE"|"NUT H M4 ZN 0.15"|"BOUGHT"
"4"|"DEFINITN"|"0D00C281D2662625"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40026B434233868"|"DTR0009908999"|"'--A"|"USEABLE"|"SCREW FHC.ISO10642-M4X8-8.8"|"BOUGHT"
"4"|"DEFINITN"|"0D00C281D2662625"|"AKD0002572157"|"'--B"|"RELEASED"|"MECANICAL FASTENING"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40026B500023868"|"DTR0009909002"|"'--A"|"USEABLE"|"SCREW FHC.ISO10642-M4X16-8.8"|"BOUGHT"
"5"|"COMMERCE"|"F40026B327F53868"|"DTR0009907737"|"'--A"|"USEABLE"|"NUT H M4 ZN 0.15"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"E40026B327F53868"|"DTR0009907737"|"'--A"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"5"|"COMMERCE"|"F40026B327F53868"|"DTR0009907737"|"'--A"|"USEABLE"|"NUT H M4 ZN 0.15"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00002E88DA6B770B"|"DTR0009907737"|"'--C"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"5"|"COMMERCE"|"F40026B327F53868"|"DTR0009907737"|"'--A"|"USEABLE"|"NUT H M4 ZN 0.15"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000032AE08C51135"|"DTR0009907737"|"'--D"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"5"|"COMMERCE"|"F40026B327F53868"|"DTR0009907737"|"'--A"|"USEABLE"|"NUT H M4 ZN 0.15"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000032BB9CFC05DC"|"DTR0009907737"|"'--E"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"
"6"|"DESIGN"|"E40026B327F53868"|"DTR0009907737"|"'--A"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"|"NO LINKS"
"6"|"DESIGN"|"000032BB9CFC05DC"|"DTR0009907737"|"'--E"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"|"NO LINKS"
"6"|"DESIGN"|"000032AE08C51135"|"DTR0009907737"|"'--D"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"|"NO LINKS"
"6"|"DESIGN"|"00002E88DA6B770B"|"DTR0009907737"|"'--C"|"RELEASED"|"NUT H M4 ZN 0.15"|"MASTER"|"NO LINKS"
"5"|"COMMERCE"|"F40026B30C523868"|"DTR0009907270"|"'--A"|"USEABLE"|"WASHER CS M M4 ZN 0.15"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"E40026B30C523868"|"DTR0009907270"|"'--B"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"5"|"COMMERCE"|"F40026B30C523868"|"DTR0009907270"|"'--A"|"USEABLE"|"WASHER CS M M4 ZN 0.15"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00002E83B765645F"|"DTR0009907270"|"'--C"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"5"|"COMMERCE"|"F40026B30C523868"|"DTR0009907270"|"'--A"|"USEABLE"|"WASHER CS M M4 ZN 0.15"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000032ABB1A66780"|"DTR0009907270"|"'--D"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"5"|"COMMERCE"|"F40026B30C523868"|"DTR0009907270"|"'--A"|"USEABLE"|"WASHER CS M M4 ZN 0.15"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000032BB9CFB7842"|"DTR0009907270"|"'--E"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"
"6"|"DESIGN"|"E40026B30C523868"|"DTR0009907270"|"'--B"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"|"NO LINKS"
"6"|"DESIGN"|"000032BB9CFB7842"|"DTR0009907270"|"'--E"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"|"NO LINKS"
"6"|"DESIGN"|"000032ABB1A66780"|"DTR0009907270"|"'--D"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"|"NO LINKS"
"6"|"DESIGN"|"00002E83B765645F"|"DTR0009907270"|"'--C"|"RELEASED"|"WASHER CS M M4 ZN 0.15"|"MASTER"|"NO LINKS"
